HCPCS,MOD,DESCRIPTION,STATUS
86603,,Adenovirus antibody,X
86606,,Aspergillus antibody,X
86609,,Bacterium antibody,X
86611,,Bartonella antibody,X
86612,,Blastomyces antibody,X
86615,,Bordetella antibody,X
86617,,Lyme disease antibody,X
86618,,Lyme disease antibody,X
86619,,Borrelia antibody,X
86622,,Brucella antibody,X
86625,,Campylobacter antibody,X
86628,,Candida antibody,X
86631,,Chlamydia antibody,X
86632,,Chlamydia igm antibody,X
86635,,Coccidioides antibody,X
86638,,Q fever antibody,X
86641,,Cryptococcus antibody,X
86644,,Cmv antibody,X
86645,,Cmv antibody igm,X
86648,,Diphtheria antibody,X
86651,,Encephalitis californ antbdy,X
86652,,Encephaltis east eqne anbdy,X
86653,,Encephaltis st louis antbody,X
86654,,Encephaltis west eqne antbdy,X
86658,,Enterovirus antibody,X
86663,,Epstein-barr antibody,X
86664,,Epstein-barr nuclear antigen,X
86665,,Epstein-barr capsid vca,X
86666,,Ehrlichia antibody,X
86668,,Francisella tularensis,X
86671,,Fungus nes antibody,X
86674,,Giardia lamblia antibody,X
86677,,Helicobacter pylori antibody,X
86682,,Helminth antibody,X
86684,,Hemophilus influenza antibdy,X
86687,,Htlv-i antibody,X
86688,,Htlv-ii antibody,X
86689,,Htlv/hiv confirmj antibody,X
86692,,Hepatitis delta agent antbdy,X
86694,,Herpes simplex nes antbdy,X
86695,,Herpes simplex type 1 test,X
86696,,Herpes simplex type 2 test,X
86698,,Histoplasma antibody,X
86701,,Hiv-1antibody,X
86702,,Hiv-2 antibody,X
86703,,Hiv-1/hiv-2 1 result antbdy,X
86704,,Hep b core antibody total,X
86705,,Hep b core antibody igm,X
86706,,Hep b surface antibody,X
86707,,Hepatitis be antibody,X
86708,,Hepatitis a antibody,X
86709,,Hepatitis a igm antibody,X
86710,,Influenza virus antibody,X
86711,,John cunningham antibody,X
86713,,Legionella antibody,X
86717,,Leishmania antibody,X
86720,,Leptospira antibody,X
86723,,Listeria monocytogenes,X
86727,,Lymph choriomeningitis ab,X
86732,,Mucormycosis antibody,X
86735,,Mumps antibody,X
86738,,Mycoplasma antibody,X
86741,,Neisseria meningitidis,X
86744,,Nocardia antibody,X
86747,,Parvovirus antibody,X
86750,,Malaria antibody,X
86753,,Protozoa antibody nos,X
86756,,Respiratory virus antibody,X
86757,,Rickettsia antibody,X
86759,,Rotavirus antibody,X
86762,,Rubella antibody,X
86765,,Rubeola antibody,X
86768,,Salmonella antibody,X
86769,,Sars-cov-2 covid-19 antibody,X
86771,,Shigella antibody,X
86774,,Tetanus antibody,X
86777,,Toxoplasma antibody,X
86778,,Toxoplasma antibody igm,X
86780,,Treponema pallidum,X
86784,,Trichinella antibody,X
86787,,Varicella-zoster antibody,X
86788,,West nile virus ab igm,X
86789,,West nile virus antibody,X
86790,,Virus antibody nos,X
86793,,Yersinia antibody,X
86794,,Zika virus igm antibody,X
86800,,Thyroglobulin antibody,X
86803,,Hepatitis c ab test,X
86804,,Hep c ab test confirm,X
86805,,Lymphocytotoxicity assay,X
86806,,Lymphocytotoxicity assay,X
86807,,Cytotoxic antibody screening,X
86808,,Cytotoxic antibody screening,X
86812,,Hla typing a b or c,X
86813,,Hla typing a b or c,X
86816,,Hla typing dr/dq,X
86817,,Hla typing dr/dq,X
86821,,Lymphocyte culture mixed,X
86825,,Hla x-math non-cytotoxic,X
86826,,Hla x-match noncytotoxc addl,X
86828,,Hla class i&ii antibody qual,X
86829,,Hla class i/ii antibody qual,X
86830,,Hla class i phenotype qual,X
86831,,Hla class ii phenotype qual,X
86832,,Hla class i high defin qual,X
86833,,Hla class ii high defin qual,X
86834,,Hla class i semiquant panel,X
86835,,Hla class ii semiquant panel,X
86849,,Immunology procedure,X
86850,,Rbc antibody screen,X
86860,,Rbc antibody elution,X
86870,,Rbc antibody identification,X
86880,,Coombs test direct,X
86885,,Coombs test indirect qual,X
86886,,Coombs test indirect titer,X
86890,,Autologous blood process,X
86891,,Autologous blood op salvage,X
86900,,Blood typing serologic abo,X
86901,,Blood typing serologic rh(d),X
86902,,Blood type antigen donor ea,X
86904,,Blood typing patient serum,X
86905,,Blood typing rbc antigens,X
86906,,Bld typing serologic rh phnt,X
86910,,Blood typing paternity test,N
86911,,Blood typing antigen system,N
86920,,Compatibility test spin,X
86921,,Compatibility test incubate,X
86922,,Compatibility test antiglob,X
86923,,Compatibility test electric,X
86927,,Plasma fresh frozen,X
86930,,Frozen blood prep,X
86931,,Frozen blood thaw,X
86932,,Frozen blood freeze/thaw,X
86940,,Hemolysins/agglutinins auto,X
86941,,Hemolysins/agglutinins,X
86945,,Blood product/irradiation,X
86950,,Leukacyte transfusion,X
86960,,Vol reduction of blood/prod,X
86965,,Pooling blood platelets,X
86970,,Rbc pretx incubatj w/chemicl,X
86971,,Rbc pretx incubatj w/enzymes,X
86972,,Rbc pretx incubatj w/density,X
86975,,Rbc serum pretx incubj drugs,X
86976,,Rbc serum pretx id dilution,X
86977,,Rbc serum pretx incubj/inhib,X
86978,,Rbc pretreatment serum,X
86985,,Split blood or products,X
86999,,Unlisted transfusion med px,X
87003,,Small animal inoculation,X
87015,,Specimen infect agnt concntj,X
87040,,Blood culture for bacteria,X
87045,,Feces culture aerobic bact,X
87046,,Stool cultr aerobic bact ea,X
87070,,Culture othr specimn aerobic,X
87071,,Culture aerobic quant other,X
87073,,Culture bacteria anaerobic,X
87075,,Cultr bacteria except blood,X
87076,,Culture anaerobe ident each,X
87077,,Culture aerobic identify,X
87081,,Culture screen only,X
87084,,Culture of specimen by kit,X
87086,,Urine culture/colony count,X
87088,,Urine bacteria culture,X
87101,,Skin fungi culture,X
87102,,Fungus isolation culture,X
87103,,Blood fungus culture,X
87106,,Fungi identification yeast,X
87107,,Fungi identification mold,X
87109,,Mycoplasma,X
87110,,Chlamydia culture,X
87116,,Mycobacteria culture,X
87118,,Mycobacteric identification,X
87140,,Culture type immunofluoresc,X
87143,,Culture typing glc/hplc,X
87147,,Culture type immunologic,X
87149,,Dna/rna direct probe,X
87150,,Dna/rna amplified probe,X
87152,,Culture type pulse field gel,X
87153,,Dna/rna sequencing,X
87154,,Cul typ id bld pthgn 6+ trgt,X
87158,,Culture typing added method,X
87164,,Dark field examination,X
87164,26,Dark field examination,A
87166,,Dark field examination,X
87168,,Macroscopic exam arthropod,X
87169,,Macroscopic exam parasite,X
87172,,Pinworm exam,X
87176,,Tissue homogenization cultr,X
87177,,Ova and parasites smears,X
87181,,Microbe susceptible diffuse,X
87184,,Microbe susceptible disk,X
87185,,Microbe susceptible enzyme,X
87186,,Microbe susceptible mic,X
87187,,Microbe susceptible mlc,X
87188,,Microbe suscept macrobroth,X
87190,,Microbe suscept mycobacteri,X
87197,,Bactericidal level serum,X
87205,,Smear gram stain,X
87206,,Smear fluorescent/acid stai,X
87207,,Smear special stain,X
87207,26,Smear special stain,A
87209,,Smear complex stain,X
87210,,Smear wet mount saline/ink,X
87220,,Tissue exam for fungi,X
87230,,Assay toxin or antitoxin,X
87250,,Virus inoculate eggs/animal,X
87252,,Virus inoculation tissue,X
87253,,Virus inoculate tissue addl,X
87254,,Virus inoculation shell via,X
87255,,Genet virus isolate hsv,X
87260,,Adenovirus ag if,X
87265,,Pertussis ag if,X
87267,,Enterovirus antibody dfa,X
87269,,Giardia ag if,X
87270,,Chlamydia trachomatis ag if,X
87271,,Cytomegalovirus dfa,X
87272,,Cryptosporidium ag if,X
87273,,Herpes simplex 2 ag if,X
87274,,Herpes simplex 1 ag if,X
87275,,Influenza b ag if,X
87276,,Influenza a ag if,X
87278,,Legion pneumophilia ag if,X
87279,,Parainfluenza ag if,X
87280,,Respiratory syncytial ag if,X
87281,,Pneumocystis carinii ag if,X
87283,,Rubeola ag if,X
87285,,Treponema pallidum ag if,X
87290,,Varicella zoster ag if,X
87299,,Antibody detection nos if,X
87300,,Ag detection polyval if,X
87301,,Adenovirus ag ia,X
87305,,Aspergillus ag ia,X
87320,,Chlmyd trach ag ia,X
87324,,Clostridium ag ia,X
87327,,Cryptococcus neoform ag ia,X
87328,,Cryptosporidium ag ia,X
87329,,Giardia ag ia,X
87332,,Cytomegalovirus ag ia,X
87335,,E coli 0157 ag ia,X
87336,,Entamoeb hist dispr ag ia,X
87337,,Entamoeb hist group ag ia,X
87338,,Hpylori stool ag ia,X
87339,,H pylori ag ia,X
87340,,Hepatitis b surface ag ia,X
87341,,Hep b surface ag neutrlzj ia,X
87350,,Hepatitis be ag ia,X
87380,,Hepatitis delta agent ag ia,X
87385,,Histoplasma capsul ag ia,X
87389,,Hiv-1 ag w/hiv-1&-2 ab ag ia,X
87390,,Hiv-1 ag ia,X
87391,,Hiv-2 ag ia,X
87400,,Influenza a/b each ag ia,X
87420,,Resp syncytial virus ag ia,X
87425,,Rotavirus ag ia,X
87426,,Sarscov coronavirus ag ia,X
87427,,Shiga-like toxin ag ia,X
87428,,Sarscov & inf vir a&b ag ia,X
87430,,Strep a ag ia,X
87449,,Nos each organism ag ia,X
87451,,Polyvalent mult org ea ag ia,X
87467,,Hepatitis b surface ag quan,X
87468,,Anaplsma phgcytophlm amp prb,X
87469,,Babesia microti amp prb,X
87471,,Bartonella dna amp probe,X
87472,,Bartonella dna quant,X
87475,,Lyme dis dna dir probe,X
87476,,Lyme dis dna amp probe,X
87478,,Borrelia miyamotoi amp prb,X
87480,,Candida dna dir probe,X
87481,,Candida dna amp probe,X
87482,,Candida dna quant,X
87483,,Cns dna amp probe type 12-25,X
87484,,Ehrlicha chaffeensis amp prb,X
87485,,Chlmyd pneum dna dir probe,X
87486,,Chlmyd pneum dna amp probe,X
87487,,Chlmyd pneum dna quant,X
87490,,Chlmyd trach dna dir probe,X
87491,,Chlmyd trach dna amp probe,X
87492,,Chlmyd trach dna quant,X
87493,,C diff amplified probe,X
87495,,Cytomeg dna dir probe,X
87496,,Cytomeg dna amp probe,X
87497,,Cytomeg dna quant,X
87498,,Enterovirus probe&revrs trns,X
87500,,Vanomycin dna amp probe,X
87501,,Influenza dna amp prob 1+,X
87502,,Influenza dna amp probe,X
87503,,Influenza dna amp prob addl,X
87505,,Nfct agent detection gi,X
87506,,Iadna-dna/rna probe tq 6-11,X
87507,,Iadna-dna/rna probe tq 12-25,X
87510,,Gardner vag dna dir probe,X
87511,,Gardner vag dna amp probe,X
87512,,Gardner vag dna quant,X
87516,,Hepatitis b dna amp probe,X
87517,,Hepatitis b dna quant,X
87520,,Hepatitis c rna dir probe,X
87521,,Hepatitis c probe&rvrs trnsc,X
87522,,Hepatitis c revrs trnscrpj,X
87523,,Hepatitis d quantification,X
87525,,Hepatitis g dna dir probe,X
87526,,Hepatitis g dna amp probe,X
87527,,Hepatitis g dna quant,X
87528,,Hsv dna dir probe,X
87529,,Hsv dna amp probe,X
87530,,Hsv dna quant,X
87531,,Hhv-6 dna dir probe,X
87532,,Hhv-6 dna amp probe,X
87533,,Hhv-6 dna quant,X
87534,,Hiv-1 dna dir probe,X
87535,,Hiv-1 probe&reverse trnscrpj,X
87536,,Hiv-1 quant&revrse trnscrpj,X
87537,,Hiv-2 dna dir probe,X
87538,,Hiv-2 probe&revrse trnscripj,X
87539,,Hiv-2 quant&revrse trnscripj,X
87540,,Legion pneumo dna dir prob,X
87541,,Legion pneumo dna amp prob,X
87542,,Legion pneumo dna quant,X
87550,,Mycobacteria dna dir probe,X
87551,,Mycobacteria dna amp probe,X
87552,,Mycobacteria dna quant,X
87555,,M.tuberculo dna dir probe,X
87556,,M.tuberculo dna amp probe,X
87557,,M.tuberculo dna quant,X
87560,,M.avium-intra dna dir prob,X
87561,,M.avium-intra dna amp prob,X
87562,,M.avium-intra dna quant,X
87563,,M. genitalium amp probe,X
87580,,M.pneumon dna dir probe,X
87581,,M.pneumon dna amp probe,X
87582,,M.pneumon dna quant,X
87590,,N.gonorrhoeae dna dir prob,X
87591,,N.gonorrhoeae dna amp prob,X
87592,,N.gonorrhoeae dna quant,X
87593,,Orthopoxvirus amp prb each,X
87623,,Hpv low-risk types,X
87624,,Hpv high-risk types,X
87625,,Hpv types 16 & 18 only,X
87631,,Resp virus 3-5 targets,X
87632,,Resp virus 6-11 targets,X
87633,,Resp virus 12-25 targets,X
87634,,Rsv dna/rna amp probe,X
87635,,Sars-cov-2 covid-19 amp prb,X
87636,,Sarscov2 & inf a&b amp prb,X
87637,,Sarscov2&inf a&b&rsv amp prb,X
87640,,Staph a dna amp probe,X
87641,,Mr-staph dna amp probe,X
87650,,Strep a dna dir probe,X
87651,,Strep a dna amp probe,X
87652,,Strep a dna quant,X
87653,,Strep b dna amp probe,X
87660,,Trichomonas vagin dir probe,X
87661,,Trichomonas vaginalis amplif,X
87662,,Zika virus dna/rna amp probe,X
87797,,Detect agent nos dna dir,X
87798,,Detect agent nos dna amp,X
87799,,Detect agent nos dna quant,X
87800,,Detect agnt mult dna direc,X
87801,,Detect agnt mult dna ampli,X
87802,,Strep b assay w/optic,X
87803,,Clostridium toxin a w/optic,X
87804,,Influenza assay w/optic,X
87806,,Hiv ag w/hiv1&2 antb w/optic,X
87807,,Rsv assay w/optic,X
87808,,Trichomonas assay w/optic,X
87809,,Adenovirus assay w/optic,X
87810,,Chlmyd trach assay w/optic,X
87811,,Sars-cov-2 covid19 w/optic,X
87850,,N. gonorrhoeae assay w/optic,X
87880,,Strep a assay w/optic,X
87899,,Agent nos assay w/optic,X
87900,,Phenotype infect agent drug,X
87901,,Nfct agt gntyp alys hiv1 rev,X
87902,,Nfct agt gntyp alys hep c,X
87903,,Phenotype dna hiv w/culture,X
87904,,Phenotype dna hiv w/clt add,X
87905,,Sialidase enzyme assay,X
87906,,Nfct agt gntyp alys hiv1,X
87910,,Nfct agt gntyp alys cmv,X
87912,,Nfct agt gntyp alys hep b,X
87913,,Nfct agt gntyp alys sarscov2,X
87999,,Unlisted microbiology px,X
88000,,Autopsy (necropsy) gross,N
88005,,Autopsy (necropsy) gross,N
88007,,Autopsy (necropsy) gross,N
88012,,Autopsy (necropsy) gross,N
88014,,Autopsy (necropsy) gross,N
88016,,Autopsy (necropsy) gross,N
88020,,Autopsy (necropsy) complete,N
88025,,Autopsy (necropsy) complete,N
88027,,Autopsy (necropsy) complete,N
88028,,Autopsy (necropsy) complete,N
88029,,Autopsy (necropsy) complete,N
88036,,Limited autopsy,N
88037,,Limited autopsy,N
88040,,Forensic autopsy (necropsy),N
88045,,Coroners autopsy (necropsy),N
88099,,Unlisted necropsy (autopsy),N
88104,,Cytopath fl nongyn smears,A
88104,TC,Cytopath fl nongyn smears,A
88104,26,Cytopath fl nongyn smears,A
88106,,Cytopath fl nongyn filter,A
88106,TC,Cytopath fl nongyn filter,A
88106,26,Cytopath fl nongyn filter,A
88108,,Cytopath concentrate tech,A
88108,TC,Cytopath concentrate tech,A
88108,26,Cytopath concentrate tech,A
88112,,Cytopath cell enhance tech,A
88112,TC,Cytopath cell enhance tech,A
88112,26,Cytopath cell enhance tech,A
88120,,Cytp urne 3-5 probes ea spec,A
88120,TC,Cytp urne 3-5 probes ea spec,A
88120,26,Cytp urne 3-5 probes ea spec,A
88121,,Cytp urine 3-5 probes cmptr,A
88121,TC,Cytp urine 3-5 probes cmptr,A
88121,26,Cytp urine 3-5 probes cmptr,A
88125,,Forensic cytopathology,A
88125,TC,Forensic cytopathology,A
88125,26,Forensic cytopathology,A
88130,,Sex chromatin identification,X
88140,,Sex chromatin identification,X
88141,,Cytopath c/v interpret,A
88142,,Cytopath c/v thin layer,X
88143,,Cytopath c/v thin layer redo,X
88147,,Cytopath c/v automated,X
88148,,Cytopath c/v auto rescreen,X
88150,,Cytopath c/v manual,X
88152,,Cytopath c/v auto redo,X
88153,,Cytopath c/v redo,X
88155,,Cytopath c/v index add-on,X
88160,,Cytopath smear other source,A
88160,TC,Cytopath smear other source,A
88160,26,Cytopath smear other source,A
88161,,Cytopath smear other source,A
88161,TC,Cytopath smear other source,A
88161,26,Cytopath smear other source,A
88162,,Cytopath smear other source,A
88162,TC,Cytopath smear other source,A
88162,26,Cytopath smear other source,A
88164,,Cytopath tbs c/v manual,X
88165,,Cytopath tbs c/v redo,X
88166,,Cytopath tbs c/v auto redo,X
88167,,Cytopath tbs c/v select,X
88172,,Cytp dx eval fna 1st ea site,A
88172,TC,Cytp dx eval fna 1st ea site,A
88172,26,Cytp dx eval fna 1st ea site,A
88173,,Cytopath eval fna report,A
88173,TC,Cytopath eval fna report,A
88173,26,Cytopath eval fna report,A
88174,,Cytopath c/v auto in fluid,X
88175,,Cytopath c/v auto fluid redo,X
88177,,Cytp fna eval ea addl,A
88177,TC,Cytp fna eval ea addl,A
88177,26,Cytp fna eval ea addl,A
88182,,Cell marker study,A
88182,TC,Cell marker study,A
88182,26,Cell marker study,A
88184,,Flowcytometry/ tc 1 marker,A
88185,,Flowcytometry/tc add-on,A
88187,,Flowcytometry/read 2-8,A
88188,,Flowcytometry/read 9-15,A
88189,,Flowcytometry/read 16 & >,A
88199,,Unlisted cytopathology px,C
88199,TC,Unlisted cytopathology px,C
88199,26,Unlisted cytopathology px,C
88230,,Tissue culture lymphocyte,X
88233,,Tissue culture skin/biopsy,X
88235,,Tissue culture placenta,X
88237,,Tissue culture bone marrow,X
88239,,Tissue culture tumor,X
88240,,Cell cryopreserve/storage,X
88241,,Frozen cell preparation,X
88245,,Chromosome analysis 20-25,X
88248,,Chromosome analysis 50-100,X
88249,,Chromosome analysis 100,X
88261,,Chromosome analysis 5,X
88262,,Chromosome analysis 15-20,X
88263,,Chromosome analysis 45,X
88264,,Chromosome analysis 20-25,X
88267,,Chromosome analys placenta,X
88269,,Chromosome analys amniotic,X
88271,,Cytogenetics dna probe,X
88272,,Cytogenetics 3-5,X
88273,,Cytogenetics 10-30,X
88274,,Cytogenetics 25-99,X
88275,,Cytogenetics 100-300,X
88280,,Chromosome karyotype study,X
88283,,Chromosome banding study,X
88285,,Chromosome count additional,X
88289,,Chromosome study additional,X
88291,,Cyto/molecular report,A
88299,,Unlisted cytogenetic study,C
88300,,Surgical path gross,A
88300,TC,Surgical path gross,A
88300,26,Surgical path gross,A
88302,,Tissue exam by pathologist,A
88302,TC,Tissue exam by pathologist,A
88302,26,Tissue exam by pathologist,A
88304,,Tissue exam by pathologist,A
88304,TC,Tissue exam by pathologist,A
88304,26,Tissue exam by pathologist,A
88305,,Tissue exam by pathologist,A
88305,TC,Tissue exam by pathologist,A
88305,26,Tissue exam by pathologist,A
88307,,Tissue exam by pathologist,A
88307,TC,Tissue exam by pathologist,A
88307,26,Tissue exam by pathologist,A
88309,,Tissue exam by pathologist,A
88309,TC,Tissue exam by pathologist,A
88309,26,Tissue exam by pathologist,A
88311,,Decalcify tissue,A
88311,TC,Decalcify tissue,A
88311,26,Decalcify tissue,A
88312,,Special stains group 1,A
88312,TC,Special stains group 1,A
88312,26,Special stains group 1,A
88313,,Special stains group 2,A
88313,TC,Special stains group 2,A
88313,26,Special stains group 2,A
88314,,Histochemical stains add-on,A
88314,TC,Histochemical stains add-on,A
88314,26,Histochemical stains add-on,A
88319,,Enzyme histochemistry,A
88319,TC,Enzyme histochemistry,A
88319,26,Enzyme histochemistry,A
88321,,Consltj&reprt sld prep elswr,A
88323,,Consltj&reprt matrl prep sld,A
88323,TC,Consltj&reprt matrl prep sld,A
88323,26,Consltj&reprt matrl prep sld,A
88325,,Consltj compre rvw rec reprt,A
88329,,Path consltj drg surg,A
88331,,Path consltj surg 1 blk 1spc,A
88331,TC,Path consltj surg 1 blk 1spc,A
88331,26,Path consltj surg 1 blk 1spc,A
88332,,Path consltj surg ea add blk,A
88332,TC,Path consltj surg ea add blk,A
88332,26,Path consltj surg ea add blk,A
88333,,Path consltj surg cyto xm 1,A
